DATE,AD_CLIENT_ID,CUSTOM_CHANNEL_NAME,AD_REQUESTS,MATCHED_AD_REQUESTS,AD_REQUESTS_COVERAGE,INDIVIDUAL_AD_IMPRESSIONS,CLICKS,CLICKS_SPAM_RATIO,MATCHED_AD_REQUESTS_CTR,COST_PER_CLICK (USD),EARNINGS (USD),AD_REQUESTS_RPM (USD)
2014-05-23,partner-ebay-uk-vip-01,testchannel-02,9056009,8652415,0.9554,40844557,17297,0.0343,0.002,0.44,7566.90,0.84
2014-05-05,partner-ebay-uk-vip-01,testchannel-02,47614,46231,0.971,220269,147,0.0134,0.0032,0.47,69.18,1.45
2014-05-12,partner-ebay-uk-vip-01,testchannel-03,1223218,1170138,0.9566,5432150,1994,0.024,0.0017,0.39,768.55,0.63
2014-05-15,partner-ebay-uk-vip-01,testchannel-03,1008059,964396,0.9567,4486608,1661,0.0343,0.0017,0.39,640.62,0.64
2014-05-04,partner-ebay-uk-vip-01,testchannel-03,1217728,1151069,0.9453,5293999,2078,0.0294,0.0018,0.31,650.50,0.53
2014-06-11,partner-ebay-uk-vip-01,testchannel-03,996995,955896,0.9588,4460269,1500,0.0452,0.0016,0.37,560.09,0.56
2014-05-14,partner-ebay-uk-vip-01,testchannel-03,1027716,982150,0.9557,4557316,1676,0.0346,0.0017,0.41,691.31,0.67
2014-06-10,partner-ebay-uk-vip-01,testchannel-03,1072559,1028135,0.9586,4802007,1698,0.0412,0.0017,0.41,690.61,0.64
2014-05-22,partner-ebay-uk-vip-01,testchannel-03,1060920,1017357,0.9589,4759827,1836,0.0244,0.0018,0.40,730.16,0.69
2014-05-13,partner-ebay-uk-vip-01,testchannel-03,1158368,1108211,0.9567,5149977,1910,0.0416,0.0017,0.36,697.07,0.60
2014-05-10,partner-ebay-uk-vip-01,testchannel-03,1236734,1182137,0.9559,5486036,2079,0.0271,0.0018,0.35,721.43,0.58
2014-05-27,partner-ebay-uk-vip-01,testchannel-03,1073083,1020509,0.951,4751285,1956,0.0346,0.0019,0.41,802.55,0.75
2014-06-09,partner-ebay-uk-vip-01,testchannel-03,97680,92931,0.9514,432141,172,0.0802,0.0019,0.33,56.07,0.57
2014-05-26,partner-ebay-uk-vip-01,testchannel-03,1221098,1161395,0.9511,5396604,2080,0.0481,0.0018,0.40,824.36,0.68
2014-05-18,partner-ebay-uk-vip-01,testchannel-03,1117856,1071926,0.9589,5000788,1675,0.0307,0.0016,0.38,628.50,0.56
2014-05-17,partner-ebay-uk-vip-01,testchannel-03,909261,872826,0.9599,4078364,1489,0.035,0.0017,0.37,557.70,0.61
2014-05-25,partner-ebay-uk-vip-01,testchannel-03,1136730,1082064,0.9519,5054686,1915,0.021,0.0018,0.37,705.35,0.62
2014-04-30,partner-ebay-uk-vip-01,testchannel-03,3356,3124,0.9309,14178,7,0,0.0022,0.82,5.77,1.72
2014-05-01,partner-ebay-uk-vip-01,testchannel-03,504685,474958,0.9411,2161879,814,0.0568,0.0017,0.28,231.27,0.46
2014-05-02,partner-ebay-uk-vip-01,testchannel-03,1017050,962096,0.946,4415724,1683,0.03,0.0017,0.34,578.96,0.57
2014-05-03,partner-ebay-uk-vip-01,testchannel-03,1003761,950565,0.947,4373512,1612,0.0312,0.0017,0.34,540.50,0.54
2014-05-24,partner-ebay-uk-vip-01,testchannel-03,1063129,1014619,0.9544,4756980,1860,0.0236,0.0018,0.36,663.61,0.62
2014-05-19,partner-ebay-uk-vip-01,testchannel-03,1040475,995809,0.9571,4634492,1709,0.0306,0.0017,0.38,644.66,0.62
2014-05-11,partner-ebay-uk-vip-01,testchannel-03,1446024,1380836,0.9549,6401480,2491,0.0273,0.0018,0.34,854.62,0.59
2014-05-09,partner-ebay-uk-vip-01,testchannel-03,1061728,1014948,0.9559,4712911,1766,0.0454,0.0017,0.39,680.82,0.64
2014-05-16,partner-ebay-uk-vip-01,testchannel-03,934867,895342,0.9577,4169921,1497,0.0317,0.0017,0.39,582.38,0.62
2014-05-08,partner-ebay-uk-vip-01,testchannel-03,1182384,1129837,0.9556,5236590,2117,0.0369,0.0019,0.37,787.26,0.67
2014-05-23,partner-ebay-uk-vip-01,testchannel-03,958309,915663,0.9555,4297365,1647,0.0385,0.0018,0.37,612.28,0.64
2014-05-07,partner-ebay-uk-vip-01,testchannel-03,1163860,1113456,0.9567,5169971,1947,0.0399,0.0017,0.35,684.57,0.59
2014-05-20,partner-ebay-uk-vip-01,testchannel-03,1085831,1042314,0.9599,4870778,1828,0.0379,0.0018,0.38,693.26,0.64
2014-05-06,partner-ebay-uk-vip-01,testchannel-03,1150787,1100286,0.9561,5108662,2010,0.0323,0.0018,0.37,736.76,0.64
2014-05-05,partner-ebay-uk-vip-01,testchannel-03,1240988,1180984,0.9516,5456993,2125,0.0319,0.0018,0.33,708.88,0.57
2014-05-21,partner-ebay-uk-vip-01,testchannel-03,1002178,960174,0.9581,4484475,1672,0.0302,0.0017,0.41,681.58,0.68
2014-06-10,partner-ebay-us,testchannel-01,99,85,0.8586,329,0,,0,,0.00,0.00
2014-06-04,partner-ebay-us,testchannel-01,1,1,1,4,0,,0,,0.00,0.00
2014-06-06,partner-ebay-us,testchannel-01,10,6,0.6,19,0,,0,,0.00,0.00
2014-06-08,partner-ebay-us,testchannel-01,1,1,1,5,0,,0,,0.00,0.00
2014-06-05,partner-ebay-us,testchannel-01,11,10,0.9091,40,0,,0,,0.00,0.00
2014-06-09,partner-ebay-us,testchannel-01,49,27,0.551,118,1,0,0.037,0.58,0.58,11.80
2014-06-11,partner-ebay-us,testchannel-01,105,78,0.7429,327,1,0,0.0128,0.53,0.53,5.04
2014-04-18,partner-ebay-us,WSR-SRP,1493462,1378968,0.9233,8571213,10584,0.0345,0.0077,0.33,3448.89,2.31
2014-04-17,partner-ebay-us,WSR-SRP,1539956,1421609,0.9231,8838449,10590,0.0269,0.0074,0.31,3308.87,2.15
2014-06-01,partner-ebay-us,WSR-SRP,2220503,2089245,0.9409,13235580,15792,0.0367,0.0076,0.30,4807.77,2.17
2014-05-23,partner-ebay-us,WSR-SRP,2128021,1993983,0.937,12587563,15570,0.027,0.0078,0.34,5225.45,2.46
2014-05-29,partner-ebay-us,WSR-SRP,2196071,2068469,0.9419,13097091,15225,0.0323,0.0074,0.33,5058.26,2.30
2014-05-03,partner-ebay-us,WSR-SRP,1525910,1425434,0.9342,8947586,10941,0.0317,0.0077,0.30,3291.36,2.16
2014-06-05,partner-ebay-us,WSR-SRP,2126832,2003220,0.9419,12700796,14469,0.0311,0.0072,0.34,4927.58,2.32
2014-05-24,partner-ebay-us,WSR-SRP,2115031,1986966,0.9395,12559576,16983,0.0296,0.0085,0.33,5611.14,2.65
2014-05-21,partner-ebay-us,WSR-SRP,2210350,2072923,0.9378,13046641,15663,0.0244,0.0076,0.34,5298.23,2.40
2014-05-04,partner-ebay-us,WSR-SRP,1643746,1537096,0.9351,9672819,12580,0.0359,0.0082,0.30,3730.92,2.27
2014-05-30,partner-ebay-us,WSR-SRP,2036374,1913225,0.9395,12098070,13790,0.0319,0.0072,0.33,4523.72,2.22
2014-05-05,partner-ebay-us,WSR-SRP,1597863,1500617,0.9391,9466040,11575,0.0342,0.0077,0.32,3692.79,2.31
2014-05-06,partner-ebay-us,WSR-SRP,1559856,1466657,0.9403,9259441,11184,0.0319,0.0076,0.34,3749.49,2.40
2014-05-20,partner-ebay-us,WSR-SRP,2167813,2038728,0.9405,12875030,15240,0.0279,0.0075,0.34,5149.53,2.38
2014-05-28,partner-ebay-us,WSR-SRP,2270604,2139825,0.9424,13578751,16344,0.0323,0.0076,0.34,5562.80,2.45
2014-06-04,partner-ebay-us,WSR-SRP,2205554,2079627,0.9429,13185438,15089,0.0312,0.0073,0.34,5059.98,2.29
2014-05-07,partner-ebay-us,WSR-SRP,1570927,1477498,0.9405,9326420,10971,0.0326,0.0074,0.33,3632.96,2.31
2014-06-10,partner-ebay-us,WSR-SRP,1986832,1870845,0.9416,11866454,13055,0.031,0.007,0.35,4613.49,2.32
2014-05-08,partner-ebay-us,WSR-SRP,1665741,1556318,0.9343,9741977,11221,0.0333,0.0072,0.35,3952.29,2.37
2014-05-16,partner-ebay-us,WSR-SRP,1614633,1511774,0.9363,9516157,10947,0.0289,0.0072,0.33,3568.64,2.21
2014-05-09,partner-ebay-us,WSR-SRP,1582908,1482960,0.9369,9324701,10882,0.0287,0.0073,0.32,3523.73,2.23
2014-06-03,partner-ebay-us,WSR-SRP,2231659,2104836,0.9432,13338293,14912,0.0304,0.0071,0.34,5132.71,2.30
2014-05-10,partner-ebay-us,WSR-SRP,1592733,1490913,0.9361,9344151,11016,0.0331,0.0074,0.31,3457.77,2.17
2014-05-11,partner-ebay-us,WSR-SRP,1652064,1545569,0.9355,9672697,11295,0.036,0.0073,0.32,3558.66,2.15
2014-05-12,partner-ebay-us,WSR-SRP,1703313,1594653,0.9362,10004332,11794,0.0281,0.0074,0.32,3811.28,2.24
2014-06-02,partner-ebay-us,WSR-SRP,2271082,2140928,0.9427,13580895,15443,0.0292,0.0072,0.34,5276.67,2.32
2014-05-22,partner-ebay-us,WSR-SRP,2221658,2082015,0.9371,13120711,16580,0.0235,0.008,0.34,5627.71,2.53
2014-05-13,partner-ebay-us,WSR-SRP,1725195,1614105,0.9356,10139898,11560,0.0323,0.0072,0.34,3958.68,2.29
2014-05-14,partner-ebay-us,WSR-SRP,1699430,1591085,0.9362,10006108,11362,0.035,0.0071,0.35,3951.24,2.33
2014-05-15,partner-ebay-us,WSR-SRP,1655540,1551458,0.9371,9736895,11035,0.0282,0.0071,0.33,3632.21,2.19
2014-06-11,partner-ebay-us,WSR-SRP,1765073,1662052,0.9416,10530290,11490,0.0327,0.0069,0.34,3894.19,2.21
2014-05-01,partner-ebay-us,WSR-SRP,1525380,1428465,0.9365,9009611,11134,0.0329,0.0078,0.32,3614.66,2.37
2014-04-15,partner-ebay-us,WSR-SRP,1661182,1540416,0.9273,9600938,11917,0.0328,0.0077,0.31,3704.51,2.23
2014-05-19,partner-ebay-us,WSR-SRP,2165416,2038433,0.9414,12903732,15696,0.0322,0.0077,0.33,5105.71,2.36
2014-04-19,partner-ebay-us,WSR-SRP,1458893,1350094,0.9254,8413087,10130,0.0323,0.0075,0.30,3041.70,2.08
2014-05-27,partner-ebay-us,WSR-SRP,2288587,2156794,0.9424,13665351,16887,0.0281,0.0078,0.34,5716.98,2.50
2014-04-20,partner-ebay-us,WSR-SRP,1500916,1384214,0.9222,8581162,10202,0.0304,0.0074,0.30,3037.66,2.02
2014-04-21,partner-ebay-us,WSR-SRP,1643939,1516251,0.9223,9415385,11740,0.0294,0.0077,0.30,3573.48,2.17
2014-06-09,partner-ebay-us,WSR-SRP,2154581,2029328,0.9419,12876269,14879,0.0294,0.0073,0.33,4944.60,2.29
2014-04-22,partner-ebay-us,WSR-SRP,1631213,1509342,0.9253,9390457,11646,0.0292,0.0077,0.31,3644.21,2.23
2014-04-23,partner-ebay-us,WSR-SRP,1604528,1488240,0.9275,9291159,11452,0.0358,0.0077,0.31,3526.75,2.20
2014-04-24,partner-ebay-us,WSR-SRP,1607257,1490383,0.9273,9297571,11267,0.034,0.0076,0.31,3535.79,2.20
2014-06-08,partner-ebay-us,WSR-SRP,2054859,1935666,0.942,12280407,14280,0.0373,0.0074,0.32,4565.23,2.22
2014-05-26,partner-ebay-us,WSR-SRP,2354245,2217026,0.9417,14032557,17785,0.0318,0.008,0.33,5824.50,2.47
2014-05-31,partner-ebay-us,WSR-SRP,2055072,1933172,0.9407,12266355,14696,0.0325,0.0076,0.31,4561.06,2.22
2014-05-18,partner-ebay-us,WSR-SRP,1955203,1838247,0.9402,11613613,14473,0.0274,0.0079,0.30,4385.87,2.24
2014-04-26,partner-ebay-us,WSR-SRP,1555398,1447947,0.9309,9071567,11652,0.0412,0.008,0.29,3373.68,2.17
2014-05-02,partner-ebay-us,WSR-SRP,1470602,1376582,0.9361,8661535,10412,0.0314,0.0076,0.32,3304.15,2.25
2014-06-06,partner-ebay-us,WSR-SRP,1874941,1761811,0.9397,11151782,12242,0.0255,0.0069,0.35,4310.09,2.30
2014-04-30,partner-ebay-us,WSR-SRP,1620742,1518091,0.9367,9577056,12206,0.0278,0.008,0.31,3789.24,2.34
2014-04-29,partner-ebay-us,WSR-SRP,1658710,1542665,0.93,9677932,12227,0.0382,0.0079,0.30,3689.43,2.22
2014-05-25,partner-ebay-us,WSR-SRP,2189779,2055718,0.9388,12965813,16981,0.0258,0.0083,0.32,5366.71,2.45
2014-05-17,partner-ebay-us,WSR-SRP,1703104,1599023,0.9389,10103808,12550,0.0326,0.0078,0.31,3884.61,2.28
2014-04-28,partner-ebay-us,WSR-SRP,1714115,1592979,0.9293,9967961,12713,0.0317,0.008,0.30,3852.92,2.25
2014-06-07,partner-ebay-us,WSR-SRP,1884590,1772836,0.9407,11245321,12511,0.0312,0.0071,0.31,3830.78,2.03
2014-04-27,partner-ebay-us,WSR-SRP,1735954,1616908,0.9314,10127702,13114,0.0347,0.0081,0.28,3702.15,2.13
2014-04-16,partner-ebay-us,WSR-SRP,1580196,1463754,0.9263,9115942,11158,0.033,0.0076,0.31,3495.95,2.21
2014-04-25,partner-ebay-us,WSR-SRP,1516599,1405853,0.927,8788549,10822,0.0351,0.0077,0.32,3451.13,2.28
2014-04-16,partner-ebay-us-02,testchannel-100,363,362,0.9972,2514,4,0,0.011,0.37,1.47,4.05
2014-05-20,partner-ebay-us-02,testchannel-100,513,513,1,3569,8,0,0.0156,0.13,1.02,1.99
2014-06-11,partner-ebay-us-02,testchannel-100,333,331,0.994,2315,2,0,0.006,0.32,0.65,1.94
2014-06-01,partner-ebay-us-02,testchannel-100,426,423,0.993,2956,3,0,0.0071,0.10,0.29,0.69
2014-04-17,partner-ebay-us-02,testchannel-100,491,489,0.9959,3400,1,0,0.002,0.09,0.09,0.18
2014-04-27,partner-ebay-us-02,testchannel-100,735,731,0.9946,5093,4,0,0.0055,0.49,1.95,2.65
2014-06-07,partner-ebay-us-02,testchannel-100,367,365,0.9946,2540,4,0,0.011,0.11,0.43,1.17
2014-05-09,partner-ebay-us-02,testchannel-100,321,321,1,2232,1,0,0.0031,0.20,0.20,0.61
2014-05-08,partner-ebay-us-02,testchannel-100,454,451,0.9934,3137,9,0,0.02,0.17,1.57,3.46
2014-06-09,partner-ebay-us-02,testchannel-100,429,429,1,2988,2,0,0.0047,0.36,0.72,1.67
2014-04-22,partner-ebay-us-02,testchannel-100,611,608,0.9951,4224,1,0,0.0016,0.13,0.13,0.21
2014-05-29,partner-ebay-us-02,testchannel-100,423,423,1,2959,2,0,0.0047,0.23,0.46,1.09
2014-05-23,partner-ebay-us-02,testchannel-100,383,383,1,2672,3,0.25,0.0078,0.56,1.68,4.38
2014-04-23,partner-ebay-us-02,testchannel-100,562,560,0.9964,3866,6,0,0.0107,0.16,0.96,1.71
2014-05-03,partner-ebay-us-02,testchannel-100,425,422,0.9929,2925,12,0,0.0284,0.44,5.31,12.50
2014-04-24,partner-ebay-us-02,testchannel-100,468,467,0.9979,3239,5,0,0.0107,0.10,0.50,1.07
2014-05-28,partner-ebay-us-02,testchannel-100,500,500,1,3493,6,0,0.012,0.41,2.46,4.92
2014-05-07,partner-ebay-us-02,testchannel-100,433,432,0.9977,2990,1,0,0.0023,0.19,0.19,0.43
2014-06-04,partner-ebay-us-02,testchannel-100,490,490,1,3409,2,0.3333,0.0041,0.29,0.59,1.20
2014-05-16,partner-ebay-us-02,testchannel-100,392,391,0.9974,2732,2,0,0.0051,0.14,0.28,0.72
2014-06-08,partner-ebay-us-02,testchannel-100,547,546,0.9982,3799,0,,0,,0.00,0.00
2014-06-05,partner-ebay-us-02,testchannel-100,366,366,1,2553,3,0,0.0082,0.20,0.61,1.66
2014-05-06,partner-ebay-us-02,testchannel-100,388,382,0.9845,2636,0,,0,,0.00,0.00
2014-05-26,partner-ebay-us-02,testchannel-100,556,555,0.9982,3878,3,0,0.0054,0.32,0.95,1.71
2014-05-31,partner-ebay-us-02,testchannel-100,371,369,0.9946,2568,0,,0,,0.00,0.00
2014-05-05,partner-ebay-us-02,testchannel-100,459,458,0.9978,3182,4,0,0.0087,0.19,0.77,1.67
2014-05-30,partner-ebay-us-02,testchannel-100,411,410,0.9976,2861,3,0,0.0073,0.70,2.10,5.10
2014-04-26,partner-ebay-us-02,testchannel-100,516,516,1,3577,6,0,0.0116,0.18,1.06,2.05
2014-05-18,partner-ebay-us-02,testchannel-100,450,449,0.9978,3114,1,0,0.0022,0.13,0.13,0.28
2014-04-25,partner-ebay-us-02,testchannel-100,411,411,1,2844,1,0,0.0024,0.06,0.06,0.14
2014-05-24,partner-ebay-us-02,testchannel-100,333,333,1,2314,0,,0,,0.00,0.00
2014-05-04,partner-ebay-us-02,testchannel-100,552,552,1,3834,4,0,0.0072,0.13,0.54,0.98
2014-05-21,partner-ebay-us-02,testchannel-100,415,414,0.9976,2891,8,0,0.0193,0.35,2.76,6.66
2014-06-06,partner-ebay-us-02,testchannel-100,296,296,1,2071,2,0,0.0068,0.24,0.49,1.66
2014-04-30,partner-ebay-us-02,testchannel-100,519,517,0.9961,3560,3,0,0.0058,0.24,0.71,1.36
2014-04-29,partner-ebay-us-02,testchannel-100,566,565,0.9982,3914,1,0,0.0018,0.17,0.17,0.29
2014-05-25,partner-ebay-us-02,testchannel-100,521,520,0.9981,3607,2,0,0.0038,0.33,0.67,1.28
2014-04-18,partner-ebay-us-02,testchannel-100,406,404,0.9951,2814,7,0,0.0173,0.15,1.06,2.61
2014-05-15,partner-ebay-us-02,testchannel-100,468,465,0.9936,3232,4,0.2,0.0086,0.33,1.32,2.81
2014-05-14,partner-ebay-us-02,testchannel-100,444,443,0.9977,3065,1,0,0.0023,0.19,0.19,0.42
2014-04-15,partner-ebay-us-02,testchannel-100,406,403,0.9926,2800,4,0,0.0099,0.25,1.01,2.49
2014-05-13,partner-ebay-us-02,testchannel-100,446,444,0.9955,3094,3,0,0.0068,0.08,0.23,0.51
2014-05-22,partner-ebay-us-02,testchannel-100,487,487,1,3407,5,0,0.0103,0.82,4.11,8.43
2014-05-17,partner-ebay-us-02,testchannel-100,528,526,0.9962,3666,8,0,0.0152,0.50,4.02,7.61
2014-06-02,partner-ebay-us-02,testchannel-100,561,561,1,3919,7,0,0.0125,0.18,1.28,2.29
2014-06-10,partner-ebay-us-02,testchannel-100,488,488,1,3386,2,0.3333,0.0041,0.58,1.17,2.39
2014-04-28,partner-ebay-us-02,testchannel-100,696,693,0.9957,4819,7,0,0.0101,0.13,0.91,1.31
2014-05-01,partner-ebay-us-02,testchannel-100,473,471,0.9958,3273,1,0,0.0021,0.09,0.09,0.19
2014-05-27,partner-ebay-us-02,testchannel-100,594,592,0.9966,4101,6,0,0.0101,0.46,2.77,4.67
2014-04-21,partner-ebay-us-02,testchannel-100,547,544,0.9945,3789,4,0,0.0074,0.16,0.64,1.16
2014-06-03,partner-ebay-us-02,testchannel-100,406,405,0.9975,2825,4,0.2,0.0099,0.45,1.78,4.39
2014-05-10,partner-ebay-us-02,testchannel-100,388,388,1,2691,2,0,0.0052,0.41,0.81,2.10
2014-04-20,partner-ebay-us-02,testchannel-100,588,587,0.9983,4065,2,0,0.0034,0.10,0.21,0.35
2014-05-02,partner-ebay-us-02,testchannel-100,488,487,0.998,3394,4,0,0.0082,0.65,2.61,5.34
2014-05-11,partner-ebay-us-02,testchannel-100,600,600,1,4190,2,0,0.0033,0.54,1.08,1.80
2014-05-12,partner-ebay-us-02,testchannel-100,449,446,0.9933,3101,3,0,0.0067,0.37,1.11,2.47
2014-04-19,partner-ebay-us-02,testchannel-100,573,569,0.993,3927,9,0,0.0158,0.13,1.20,2.09
2014-05-19,partner-ebay-us-02,testchannel-100,405,403,0.9951,2783,1,0,0.0025,1.07,1.07,2.64
2014-05-01,partner-ebay-us-02,testchannel-101,21381,21280,0.9953,146640,34,0,0.0016,0.48,16.38,0.77
2014-05-29,partner-ebay-us-02,testchannel-101,19793,19671,0.9938,134990,32,0.0303,0.0016,0.59,19.00,0.96
2014-05-03,partner-ebay-us-02,testchannel-101,21024,20945,0.9962,144088,51,0.0556,0.0024,0.44,22.40,1.07
2014-05-24,partner-ebay-us-02,testchannel-101,18604,18474,0.993,127337,58,0.0333,0.0031,0.64,36.87,1.98
2014-06-06,partner-ebay-us-02,testchannel-101,18876,18727,0.9921,128779,38,0.0256,0.002,0.46,17.58,0.93
2014-04-30,partner-ebay-us-02,testchannel-101,24321,24227,0.9961,166431,52,0.1186,0.0021,0.62,32.29,1.33
2014-06-05,partner-ebay-us-02,testchannel-101,20330,20201,0.9937,139049,41,0,0.002,0.55,22.69,1.12
2014-05-02,partner-ebay-us-02,testchannel-101,21459,21354,0.9951,146783,46,0.0612,0.0022,0.73,33.63,1.57
2014-05-07,partner-ebay-us-02,testchannel-101,21179,21078,0.9952,144632,39,0.025,0.0019,0.39,15.06,0.71
2014-05-09,partner-ebay-us-02,testchannel-101,21634,21538,0.9956,148468,32,0.0857,0.0015,0.68,21.81,1.01
2014-06-11,partner-ebay-us-02,testchannel-101,20232,20066,0.9918,137692,24,0.04,0.0012,0.57,13.57,0.67
2014-06-01,partner-ebay-us-02,testchannel-101,20491,20382,0.9947,140331,63,0.0308,0.0031,0.66,41.30,2.02
2014-05-15,partner-ebay-us-02,testchannel-101,22330,22225,0.9953,153212,52,0.0189,0.0023,0.67,34.91,1.56
2014-05-14,partner-ebay-us-02,testchannel-101,22284,22199,0.9962,153073,43,0.0227,0.0019,0.47,20.10,0.90
2014-05-13,partner-ebay-us-02,testchannel-101,21876,21796,0.9963,150462,57,0.1231,0.0026,0.51,29.29,1.34
2014-05-22,partner-ebay-us-02,testchannel-101,19849,19714,0.9932,135835,37,0.0263,0.0019,0.78,29.03,1.46
2014-06-02,partner-ebay-us-02,testchannel-101,20790,20689,0.9951,142446,40,0.0698,0.0019,0.82,32.79,1.58
2014-05-12,partner-ebay-us-02,testchannel-101,23313,23206,0.9954,160510,51,0.0192,0.0022,0.77,39.29,1.69
2014-05-11,partner-ebay-us-02,testchannel-101,22369,22278,0.9959,153824,44,0.0222,0.002,0.51,22.32,1.00
2014-05-10,partner-ebay-us-02,testchannel-101,20972,20884,0.9958,144092,43,0,0.0021,0.59,25.40,1.21
2014-06-03,partner-ebay-us-02,testchannel-101,19962,19848,0.9943,136646,38,0,0.0019,1.01,38.30,1.92
2014-05-21,partner-ebay-us-02,testchannel-101,21099,20959,0.9934,144499,34,0,0.0016,0.75,25.34,1.20
2014-05-08,partner-ebay-us-02,testchannel-101,20910,20788,0.9942,143102,46,0.0417,0.0022,0.49,22.71,1.09
2014-05-16,partner-ebay-us-02,testchannel-101,21602,21508,0.9956,148408,37,0.1395,0.0017,0.68,25.02,1.16
2014-05-23,partner-ebay-us-02,testchannel-101,18873,18760,0.994,129096,33,0.175,0.0018,0.45,14.88,0.79
2014-05-28,partner-ebay-us-02,testchannel-101,20745,20622,0.9941,141582,37,0.0263,0.0018,0.76,28.13,1.36
2014-04-17,partner-ebay-us-02,testchannel-101,22330,22240,0.996,153427,43,0,0.0019,0.80,34.58,1.55
2014-06-04,partner-ebay-us-02,testchannel-101,20599,20467,0.9936,140801,35,0,0.0017,0.47,16.35,0.79
2014-05-20,partner-ebay-us-02,testchannel-101,21148,21071,0.9964,145344,37,0,0.0018,0.65,24.18,1.14
2014-05-06,partner-ebay-us-02,testchannel-101,21440,21329,0.9948,147117,25,0.0385,0.0012,0.48,11.98,0.56
2014-05-05,partner-ebay-us-02,testchannel-101,22327,22225,0.9954,152966,39,0.0488,0.0018,0.73,28.64,1.28
2014-05-30,partner-ebay-us-02,testchannel-101,18724,18615,0.9942,128213,36,0.027,0.0019,0.64,23.12,1.23
2014-05-04,partner-ebay-us-02,testchannel-101,23174,23042,0.9943,158412,27,0,0.0012,1.26,33.96,1.47
2014-05-31,partner-ebay-us-02,testchannel-101,18516,18423,0.995,126562,36,0.0526,0.002,0.61,22.06,1.19
2014-04-15,partner-ebay-us-02,testchannel-101,19394,19321,0.9962,133497,31,0.0312,0.0016,0.50,15.61,0.80
2014-04-27,partner-ebay-us-02,testchannel-101,27072,26956,0.9957,185839,54,0.0357,0.002,0.55,29.73,1.10
2014-04-26,partner-ebay-us-02,testchannel-101,23714,23611,0.9957,162881,45,0,0.0019,0.47,21.20,0.89
2014-04-16,partner-ebay-us-02,testchannel-101,19645,19580,0.9967,135055,51,0.0192,0.0026,0.48,24.38,1.24
2014-06-10,partner-ebay-us-02,testchannel-101,21236,21061,0.9918,144512,34,0.0286,0.0016,0.56,19.16,0.90
2014-04-25,partner-ebay-us-02,testchannel-101,22208,22126,0.9963,152807,48,0.04,0.0022,0.52,24.99,1.13
2014-05-19,partner-ebay-us-02,testchannel-101,21558,21446,0.9948,147450,32,0.0303,0.0015,0.58,18.48,0.86
2014-05-18,partner-ebay-us-02,testchannel-101,23205,23118,0.9963,159431,42,0.0233,0.0018,0.56,23.32,1.00
2014-04-19,partner-ebay-us-02,testchannel-101,22364,22289,0.9966,153756,32,0,0.0014,0.61,19.53,0.87
2014-04-29,partner-ebay-us-02,testchannel-101,25120,24998,0.9951,171862,47,0.0208,0.0019,0.43,20.12,0.80
2014-05-26,partner-ebay-us-02,testchannel-101,21924,21779,0.9934,149843,35,0.0789,0.0016,0.68,23.95,1.09
2014-05-27,partner-ebay-us-02,testchannel-101,20681,20547,0.9935,141182,28,0.0968,0.0014,0.82,23.08,1.12
2014-06-08,partner-ebay-us-02,testchannel-101,22108,21948,0.9928,150853,44,0.0638,0.002,0.61,27.04,1.22
2014-04-20,partner-ebay-us-02,testchannel-101,23396,23301,0.9959,160525,60,0.0476,0.0026,0.70,42.09,1.80
2014-04-21,partner-ebay-us-02,testchannel-101,23844,23754,0.9962,163773,54,0.0182,0.0023,0.51,27.40,1.15
2014-04-24,partner-ebay-us-02,testchannel-101,22995,22908,0.9962,158285,42,0.1429,0.0018,0.47,19.88,0.86
2014-04-23,partner-ebay-us-02,testchannel-101,23800,23693,0.9955,163544,62,0.0312,0.0026,0.52,32.50,1.37
2014-04-22,partner-ebay-us-02,testchannel-101,24396,24294,0.9958,167667,45,0.2241,0.0019,0.83,37.21,1.53
2014-06-09,partner-ebay-us-02,testchannel-101,21645,21475,0.9921,147562,34,0.1905,0.0016,0.60,20.55,0.95
2014-04-18,partner-ebay-us-02,testchannel-101,23757,23655,0.9957,163215,46,0.0417,0.0019,0.50,23.19,0.98
2014-04-28,partner-ebay-us-02,testchannel-101,24532,24390,0.9942,168132,30,0.0625,0.0012,0.72,21.64,0.88
2014-05-25,partner-ebay-us-02,testchannel-101,19424,19313,0.9943,133135,28,0.0667,0.0014,0.78,21.78,1.12
2014-06-07,partner-ebay-us-02,testchannel-101,18557,18408,0.992,126605,39,0.0488,0.0021,0.84,32.90,1.77
2014-05-17,partner-ebay-us-02,testchannel-101,19942,19872,0.9965,137363,37,0.0513,0.0019,0.97,35.93,1.80
2014-06-06,partner-ebay-us-02,testchannel-102,17802,17679,0.9931,122255,99,0.0571,0.0056,0.20,19.39,1.09
2014-06-11,partner-ebay-us-02,testchannel-102,21643,21497,0.9933,148760,140,0.021,0.0065,0.20,28.56,1.32
2014-06-07,partner-ebay-us-02,testchannel-102,17405,17310,0.9945,119749,115,0.0254,0.0066,0.18,20.43,1.17
2014-06-08,partner-ebay-us-02,testchannel-102,22553,22424,0.9943,155138,132,0.0435,0.0059,0.19,24.50,1.09
2014-06-09,partner-ebay-us-02,testchannel-102,24067,23904,0.9932,165628,118,0.0328,0.0049,0.15,17.51,0.73
2014-06-10,partner-ebay-us-02,testchannel-102,23147,23000,0.9936,159237,161,0.0062,0.007,0.15,24.82,1.07
